MSSV,FullName,ClassCode,DateOfBirth,Hometown,Gender,AdmissionMethod,AdmissionScore,Email,PhoneNumber,Address,Major,Department,AcademicStatus,EnrollmentYear,GPA,AccumulatedCredits,Advisor
20250099,Tran Quang Vy,HTTT01-K68,17/09/2007,Thai Binh,Nam,Danh gia nang luc,24.1,20250099@sis.hust.edu.vn,0911111817,So 15 Pho Chua Boc - Thai Binh,Dien tu vien thong,Khoa Vien thong,Canh cao,2025,2.02,10,Hoang Duc E
20250100,Phan Van Khoa,CNPM02-K67,25/09/2005,Thai Nguyen,Nam,Danh gia nang luc,28.1,20250100@sis.hust.edu.vn,0916766501,So 28 Pho Chua Boc - Thai Nguyen,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,3.28,92,Pham Minh D
20250101,Nguyen Minh Giang,HTTT01-K68,23/07/2005,Thai Nguyen,Nam,Tuyen thang,29.9,20250101@sis.hust.edu.vn,0911809101,So 100 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,3.68,117,Hoang Duc E
20250102,Nguyen Duy Oanh,CNPM02-K67,12/11/2007,Thai Binh,Nu,Hoc ba,23.3,20250102@sis.hust.edu.vn,0914275345,So 143 Pho Chua Boc - Thai Binh,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,1.28,50,Pham Minh D
20250103,Le Thi Anh,KHMT01-K67,10/07/2006,Thanh Hoa,Nu,Hoc ba,25,20250103@sis.hust.edu.vn,0953711701,So 52 Pho Chua Boc - Thanh Hoa,Dien tu vien thong,Khoa Vien thong,Bao luu,2024,1.13,70,Nguyen Van A
20250104,Phan Quang Vy,CNPM02-K67,14/04/2005,Quang Ninh,Nu,Diem thi THPT,20.7,20250104@sis.hust.edu.vn,0932321463,So 124 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2023,3.46,130,Le Van C
20250105,Duong Minh Phuc,KHMT01-K67,05/09/2005,Can Tho,Nam,Danh gia nang luc,29.8,20250105@sis.hust.edu.vn,0911550893,So 76 Pho Chua Boc - Can Tho,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2023,3.13,52,Hoang Duc E
20250106,Do Huu Oanh,DTVT01-K68,17/08/2006,Hai Phong,Nu,Danh gia nang luc,24.4,20250106@sis.hust.edu.vn,0924620488,So 96 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Canh cao,2024,2.27,63,Le Van C
20250107,Ngo Quang Dong,KHMT02-K68,28/04/2004,Thai Nguyen,Nu,Hoc ba,22.5,20250107@sis.hust.edu.vn,0955270788,So 55 Pho Chua Boc - Thai Nguyen,He thong thong tin,Truong CNTT&TT,Dang hoc,2022,3.27,76,Le Van C
20250108,Dang Minh Son,KHMT01-K67,16/09/2007,Thanh Hoa,Nu,Danh gia nang luc,21.7,20250108@sis.hust.edu.vn,0942036574,So 145 Pho Chua Boc - Thanh Hoa,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2025,3.12,28,Nguyen Van A
20250109,Duong Tuan Cuong,ATTT03-K68,27/11/2004,Bac Ninh,Nu,Danh gia nang luc,28.4,20250109@sis.hust.edu.vn,0979133281,So 70 Pho Chua Boc - Bac Ninh,Dien tu vien thong,Khoa Vien thong,Bao luu,2022,2.97,135,Hoang Duc E
20250110,Pham Van Mai,HTTT01-K68,02/01/2004,Bac Ninh,Nu,Diem thi THPT,29.9,20250110@sis.hust.edu.vn,0999041353,So 142 Pho Chua Boc - Bac Ninh,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2022,1.92,130,Pham Minh D
20250111,Duong Van Binh,CTTT02-K68,09/07/2004,Nam Dinh,Nu,Danh gia nang luc,21.3,20250111@sis.hust.edu.vn,0916453209,So 120 Pho Chua Boc - Nam Dinh,An toan thong tin,Truong CNTT&TT,Bao luu,2022,3.52,148,Pham Minh D
20250112,Hoang Van Anh,CNPM02-K67,18/11/2006,Ha Noi,Nu,Diem thi THPT,24.9,20250112@sis.hust.edu.vn,0971765168,So 3 Pho Chua Boc - Ha Noi,An toan thong tin,Truong CNTT&TT,Dang hoc,2024,2.69,9,Pham Minh D
20250113,Dang Quang Binh,DTVT01-K68,11/05/2004,Bac Ninh,Nu,Hoc ba,21.5,20250113@sis.hust.edu.vn,0976950481,So 18 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,2.64,68,Tran Thi B
20250114,Duong Van Giang,HTTT01-K68,22/01/2005,Da Nang,Nu,Danh gia nang luc,26,20250114@sis.hust.edu.vn,0968846850,So 80 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Dang hoc,2023,3.24,25,Tran Thi B
20250115,Dang Hai Mai,KHMT02-K68,08/11/2004,Nam Dinh,Nam,Hoc ba,21.9,20250115@sis.hust.edu.vn,0934065586,So 149 Pho Chua Boc - Nam Dinh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2022,3.73,93,Tran Thi B
20250116,Vu Quang Quan,KHMT01-K67,09/04/2005,Thai Binh,Nam,Diem thi THPT,26.6,20250116@sis.hust.edu.vn,0975136878,So 12 Pho Chua Boc - Thai Binh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,2.02,59,Hoang Duc E
20250117,Ly Anh Hanh,KHMT02-K68,20/10/2006,Nghe An,Nu,Diem thi THPT,27.4,20250117@sis.hust.edu.vn,0934082994,So 129 Pho Chua Boc - Nghe An,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,3.61,101,Nguyen Van A
20250118,Le Huu Dung,KHMT02-K68,26/08/2007,Nghe An,Nu,Diem thi THPT,25.1,20250118@sis.hust.edu.vn,0951593534,So 8 Pho Chua Boc - Nghe An,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2025,3.29,131,Pham Minh D
20250119,Dang Duc Vy,KHMT01-K67,21/11/2005,Bac Ninh,Nu,Hoc ba,21,20250119@sis.hust.edu.vn,0985438133,So 79 Pho Chua Boc - Bac Ninh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,1.28,21,Tran Thi B
20250120,Bui Anh Hai,CNPM02-K67,14/01/2005,Hai Phong,Nu,Tuyen thang,27.6,20250120@sis.hust.edu.vn,0952724687,So 102 Pho Chua Boc - Hai Phong,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,1.92,56,Hoang Duc E
20250121,Nguyen Quang Nam,ATTT03-K68,24/03/2006,Da Nang,Nam,Diem thi THPT,27.6,20250121@sis.hust.edu.vn,0972839750,So 100 Pho Chua Boc - Da Nang,Dien tu vien thong,Khoa Vien thong,Canh cao,2024,2.33,110,Tran Thi B
20250122,Ho Minh Tuan,CTTT02-K68,25/11/2007,TP HCM,Nu,Tuyen thang,28.5,20250122@sis.hust.edu.vn,0987375122,So 120 Pho Chua Boc - TP HCM,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,2.21,120,Pham Minh D
20250123,Nguyen Tuan Son,CNPM01-K68,20/10/2005,Nghe An,Nam,Tuyen thang,23.9,20250123@sis.hust.edu.vn,0938877682,So 77 Pho Chua Boc - Nghe An,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,2.41,95,Nguyen Van A
20250124,Nguyen Quoc Viet,CNPM01-K68,10/04/2006,Ha Noi,Nu,Danh gia nang luc,24.5,20250124@sis.hust.edu.vn,0995752765,So 147 Pho Chua Boc - Ha Noi,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,2.26,146,Pham Minh D
20250125,Bui Minh Vy,CTTT02-K68,05/03/2007,Ha Noi,Nu,Tuyen thang,20.1,20250125@sis.hust.edu.vn,0939514518,So 110 Pho Chua Boc - Ha Noi,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2025,1.11,21,Le Van C
20250126,Dang Tuan Tuan,ATTT03-K68,13/10/2004,Quang Ninh,Nam,Diem thi THPT,27.2,20250126@sis.hust.edu.vn,0960885567,So 135 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,1.75,78,Hoang Duc E
20250127,Duong Van Nam,KHMT01-K67,03/10/2004,Quang Ninh,Nu,Diem thi THPT,29.7,20250127@sis.hust.edu.vn,0949026555,So 133 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2022,3.61,102,Nguyen Van A
20250128,Ly Hai Anh,HTTT01-K68,14/11/2007,Nam Dinh,Nu,Hoc ba,26.7,20250128@sis.hust.edu.vn,0966146348,So 32 Pho Chua Boc - Nam Dinh,He thong thong tin,Truong CNTT&TT,Bao luu,2025,1.94,115,Pham Minh D
20250129,Ho Xuan Phong,HTTT01-K68,06/01/2005,Thai Nguyen,Nam,Tuyen thang,25.8,20250129@sis.hust.edu.vn,0929899177,So 38 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2023,2.18,95,Nguyen Van A
20250130,Phan Van Hung,KHMT02-K68,13/03/2005,Thai Nguyen,Nu,Hoc ba,21.1,20250130@sis.hust.edu.vn,0970993439,So 56 Pho Chua Boc - Thai Nguyen,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,3.29,113,Pham Minh D
20250131,Le Xuan Son,HTTT01-K68,08/03/2005,Can Tho,Nu,Tuyen thang,26.4,20250131@sis.hust.edu.vn,0925018436,So 30 Pho Chua Boc - Can Tho,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,3.52,85,Nguyen Van A
20250132,Ngo Huu Phuc,KHMT01-K67,17/09/2007,Nam Dinh,Nam,Diem thi THPT,26.9,20250132@sis.hust.edu.vn,0968742502,So 40 Pho Chua Boc - Nam Dinh,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2025,1.8,82,Le Van C
20250133,Bui Thanh Huy,DTVT01-K68,10/01/2005,Ha Noi,Nam,Diem thi THPT,24,20250133@sis.hust.edu.vn,0953238944,So 100 Pho Chua Boc - Ha Noi,He thong thong tin,Truong CNTT&TT,Canh cao,2023,1.46,20,Hoang Duc E
20250134,Hoang Quoc Viet,CNPM02-K67,27/11/2005,Da Nang,Nu,Tuyen thang,27.5,20250134@sis.hust.edu.vn,0992640678,So 73 Pho Chua Boc - Da Nang,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,2.84,106,Pham Minh D
20250135,Pham Huu Long,KHMT02-K68,12/09/2005,Ha Noi,Nam,Tuyen thang,26.6,20250135@sis.hust.edu.vn,0965687238,So 72 Pho Chua Boc - Ha Noi,Cong nghe thong tin,Truong CNTT&TT,Bao luu,2023,2.46,112,Le Van C
20250136,Hoang Thanh Son,ATTT03-K68,02/09/2005,Hai Phong,Nu,Danh gia nang luc,24.1,20250136@sis.hust.edu.vn,0942742072,So 95 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Canh cao,2023,1.78,22,Nguyen Van A
20250137,Ngo Quang Cuong,KHMT01-K67,02/07/2007,Da Nang,Nam,Diem thi THPT,23.1,20250137@sis.hust.edu.vn,0929854975,So 135 Pho Chua Boc - Da Nang,Ky thuat may tinh,Khoa Dien tu,Canh cao,2025,3.1,122,Hoang Duc E
20250138,Ngo Xuan Tuan,CNPM01-K68,07/05/2007,Bac Ninh,Nam,Hoc ba,25.7,20250138@sis.hust.edu.vn,0942557778,So 7 Pho Chua Boc - Bac Ninh,Cong nghe thong tin,Truong CNTT&TT,Canh cao,2025,1.44,98,Hoang Duc E
20250139,Nguyen Duy Phong,DTVT01-K68,24/07/2004,Quang Ninh,Nu,Hoc ba,25.9,20250139@sis.hust.edu.vn,0938275173,So 91 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.29,75,Le Van C
20250140,Dang Huu Long,HTTT01-K68,01/07/2004,Hue,Nu,Danh gia nang luc,28.2,20250140@sis.hust.edu.vn,0924273520,So 129 Pho Chua Boc - Hue,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,3.95,57,Tran Thi B
20250141,Tran Minh Yen,DTVT01-K68,28/10/2005,Thanh Hoa,Nam,Diem thi THPT,20,20250141@sis.hust.edu.vn,0986058702,So 78 Pho Chua Boc - Thanh Hoa,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2023,2.21,76,Nguyen Van A
20250142,Do Van Trang,CNPM01-K68,26/01/2005,Nghe An,Nam,Tuyen thang,20.8,20250142@sis.hust.edu.vn,0949214260,So 75 Pho Chua Boc - Nghe An,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,2.06,127,Tran Thi B
20250143,Duong Duc Long,KHMT01-K67,26/12/2006,Bac Ninh,Nu,Hoc ba,27,20250143@sis.hust.edu.vn,0927805869,So 91 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Bao luu,2024,1.09,30,Pham Minh D
20250144,Hoang Ngoc Khoa,CNPM01-K68,12/05/2006,Thai Binh,Nam,Diem thi THPT,24,20250144@sis.hust.edu.vn,0997183791,So 35 Pho Chua Boc - Thai Binh,An toan thong tin,Truong CNTT&TT,Canh cao,2024,1.29,56,Hoang Duc E
20250145,Ngo Minh Oanh,CNPM01-K68,10/06/2005,Thai Nguyen,Nu,Diem thi THPT,28.2,20250145@sis.hust.edu.vn,0931272551,So 83 Pho Chua Boc - Thai Nguyen,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2023,3.28,32,Tran Thi B
20250146,Dang Ngoc Tuan,KHMT02-K68,02/08/2006,Can Tho,Nam,Danh gia nang luc,22.1,20250146@sis.hust.edu.vn,0978648528,So 29 Pho Chua Boc - Can Tho,An toan thong tin,Truong CNTT&TT,Canh cao,2024,3.52,51,Nguyen Van A
20250147,Hoang Duc Vy,ATTT03-K68,13/07/2005,Hai Phong,Nu,Hoc ba,24.4,20250147@sis.hust.edu.vn,0950174403,So 64 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,1.11,109,Pham Minh D
20250148,Pham Duc Son,KHMT01-K67,10/09/2007,TP HCM,Nam,Danh gia nang luc,20.6,20250148@sis.hust.edu.vn,0985625097,So 3 Pho Chua Boc - TP HCM,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,1.21,129,Tran Thi B
20250149,Tran Tuan Vy,CTTT02-K68,19/07/2005,Da Nang,Nu,Tuyen thang,28,20250149@sis.hust.edu.vn,0989526841,So 16 Pho Chua Boc - Da Nang,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,3.94,124,Hoang Duc E
20250150,Tran Van Linh,KHMT01-K67,10/11/2006,TP HCM,Nam,Tuyen thang,20.9,20250150@sis.hust.edu.vn,0957604386,So 23 Pho Chua Boc - TP HCM,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,1.75,83,Hoang Duc E
20250151,Ly Van Cuong,CNPM01-K68,10/12/2007,Ha Noi,Nu,Hoc ba,21.8,20250151@sis.hust.edu.vn,0916235736,So 91 Pho Chua Boc - Ha Noi,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,3.44,36,Nguyen Van A
20250152,Phan Van Nam,HTTT01-K68,16/10/2007,Thai Nguyen,Nu,Diem thi THPT,27.2,20250152@sis.hust.edu.vn,0992225968,So 110 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Canh cao,2025,3.68,92,Nguyen Van A
20250153,Hoang Van Nam,KHMT02-K68,12/11/2005,Thai Nguyen,Nam,Hoc ba,29.4,20250153@sis.hust.edu.vn,0933361633,So 92 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,3.97,74,Pham Minh D
20250154,Nguyen Quoc Anh,CNPM02-K67,14/07/2005,Quang Ninh,Nam,Hoc ba,29.9,20250154@sis.hust.edu.vn,0918397138,So 82 Pho Chua Boc - Quang Ninh,An toan thong tin,Truong CNTT&TT,Bao luu,2023,2.83,6,Hoang Duc E
20250155,Do Ngoc Trang,HTTT01-K68,15/02/2004,Quang Ninh,Nam,Hoc ba,28.1,20250155@sis.hust.edu.vn,0949020671,So 134 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2022,2.61,67,Pham Minh D
20250156,Do Minh Yen,ATTT03-K68,22/01/2006,Ha Noi,Nu,Hoc ba,25.1,20250156@sis.hust.edu.vn,0925091057,So 32 Pho Chua Boc - Ha Noi,Ky thuat may tinh,Khoa Dien tu,Canh cao,2024,2.41,42,Le Van C
20250157,Dang Anh Hanh,CTTT02-K68,24/05/2007,Bac Ninh,Nam,Tuyen thang,25.2,20250157@sis.hust.edu.vn,0969189035,So 75 Pho Chua Boc - Bac Ninh,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,3.07,111,Nguyen Van A
20250158,Tran Minh Vy,HTTT01-K68,12/02/2005,Thanh Hoa,Nu,Danh gia nang luc,23.3,20250158@sis.hust.edu.vn,0959814780,So 137 Pho Chua Boc - Thanh Hoa,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,3.24,27,Le Van C
20250159,Hoang Duc Binh,ATTT03-K68,27/10/2005,Ha Noi,Nam,Tuyen thang,28.9,20250159@sis.hust.edu.vn,0943764592,So 108 Pho Chua Boc - Ha Noi,An toan thong tin,Truong CNTT&TT,Dang hoc,2023,1.73,112,Hoang Duc E
20250160,Phan Duy Dong,CTTT02-K68,18/05/2006,Quang Ninh,Nam,Diem thi THPT,27.6,20250160@sis.hust.edu.vn,0952269027,So 83 Pho Chua Boc - Quang Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2024,1.7,20,Nguyen Van A
20250161,Ngo Hai Hung,CNPM01-K68,10/04/2004,Bac Ninh,Nam,Hoc ba,29.7,20250161@sis.hust.edu.vn,0919703603,So 90 Pho Chua Boc - Bac Ninh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,3.53,85,Tran Thi B
20250162,Nguyen Xuan Phuong,DTVT01-K68,12/06/2005,Hai Phong,Nam,Tuyen thang,26.8,20250162@sis.hust.edu.vn,0988900208,So 90 Pho Chua Boc - Hai Phong,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2023,3.92,64,Nguyen Van A
20250163,Vu Duy Hai,KHMT01-K67,07/07/2006,Thanh Hoa,Nam,Diem thi THPT,27.9,20250163@sis.hust.edu.vn,0998917500,So 1 Pho Chua Boc - Thanh Hoa,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,1.12,131,Nguyen Van A
20250164,Tran Huu Phuc,CNPM01-K68,07/11/2007,Quang Nam,Nam,Danh gia nang luc,25.7,20250164@sis.hust.edu.vn,0956998520,So 58 Pho Chua Boc - Quang Nam,Ky thuat may tinh,Khoa Dien tu,Bao luu,2025,3.32,66,Pham Minh D
20250165,Ho Huu Son,DTVT01-K68,05/04/2007,Can Tho,Nu,Hoc ba,29,20250165@sis.hust.edu.vn,0969906491,So 31 Pho Chua Boc - Can Tho,Dien tu vien thong,Khoa Vien thong,Bao luu,2025,3,17,Nguyen Van A
20250166,Le Van Son,CNPM01-K68,24/10/2005,Da Nang,Nam,Diem thi THPT,27.1,20250166@sis.hust.edu.vn,0938456332,So 124 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Canh cao,2023,3.87,120,Hoang Duc E
20250167,Pham Ngoc Mai,CNPM01-K68,10/06/2006,Ha Noi,Nam,Hoc ba,23.3,20250167@sis.hust.edu.vn,0940701956,So 100 Pho Chua Boc - Ha Noi,Cong nghe thong tin,Truong CNTT&TT,Dang hoc,2024,1.11,34,Pham Minh D
20250168,Hoang Huu Hung,CTTT02-K68,18/07/2006,Da Nang,Nu,Diem thi THPT,26.5,20250168@sis.hust.edu.vn,0988154007,So 133 Pho Chua Boc - Da Nang,He thong thong tin,Truong CNTT&TT,Dang hoc,2024,1.09,94,Nguyen Van A
20250169,Ly Ngoc Phong,CNPM01-K68,10/04/2006,Nghe An,Nam,Diem thi THPT,27.8,20250169@sis.hust.edu.vn,0942672435,So 88 Pho Chua Boc - Nghe An,Ky thuat may tinh,Khoa Dien tu,Canh cao,2024,3.72,73,Hoang Duc E
20250170,Ly Tuan Yen,CNPM01-K68,28/08/2004,TP HCM,Nu,Danh gia nang luc,21.4,20250170@sis.hust.edu.vn,0924190891,So 121 Pho Chua Boc - TP HCM,Khoa hoc may tinh,Truong CNTT&TT,Canh cao,2022,2.76,58,Le Van C
20250171,Tran Ngoc Phuc,DTVT01-K68,01/11/2007,Quang Nam,Nam,Danh gia nang luc,22.8,20250171@sis.hust.edu.vn,0990747671,So 68 Pho Chua Boc - Quang Nam,He thong thong tin,Truong CNTT&TT,Canh cao,2025,3.17,132,Pham Minh D
20250172,Le Xuan Viet,KHMT02-K68,05/11/2007,Ha Tinh,Nam,Hoc ba,23.1,20250172@sis.hust.edu.vn,0999468411,So 52 Pho Chua Boc - Ha Tinh,An toan thong tin,Truong CNTT&TT,Bao luu,2025,2.29,14,Hoang Duc E
20250173,Do Quang Oanh,KHMT01-K67,24/04/2005,Thai Nguyen,Nam,Danh gia nang luc,27.1,20250173@sis.hust.edu.vn,0922670173,So 109 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Canh cao,2023,2,130,Tran Thi B
20250174,Ngo Thanh Hung,CTTT02-K68,01/03/2004,Ha Tinh,Nu,Hoc ba,20.5,20250174@sis.hust.edu.vn,0943941678,So 97 Pho Chua Boc - Ha Tinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2022,3.73,16,Hoang Duc E
20250175,Vu Thi Hai,CNPM01-K68,08/10/2007,Quang Nam,Nu,Hoc ba,29,20250175@sis.hust.edu.vn,0960641382,So 12 Pho Chua Boc - Quang Nam,An toan thong tin,Truong CNTT&TT,Dang hoc,2025,3.72,121,Tran Thi B
20250176,Duong Thanh Trang,ATTT03-K68,18/04/2004,Ha Noi,Nam,Danh gia nang luc,20.1,20250176@sis.hust.edu.vn,0910301463,So 64 Pho Chua Boc - Ha Noi,Dien tu vien thong,Khoa Vien thong,Dang hoc,2022,3.94,20,Hoang Duc E
20250177,Tran Thi Nam,CTTT02-K68,27/12/2007,Bac Ninh,Nu,Diem thi THPT,20.5,20250177@sis.hust.edu.vn,0992929198,So 140 Pho Chua Boc - Bac Ninh,He thong thong tin,Truong CNTT&TT,Dang hoc,2025,3.53,148,Tran Thi B
20250178,Tran Tuan Dong,ATTT03-K68,07/12/2004,Bac Ninh,Nu,Tuyen thang,28.8,20250178@sis.hust.edu.vn,0939356427,So 36 Pho Chua Boc - Bac Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,1.47,75,Hoang Duc E
20250179,Pham Duc Linh,CNPM02-K67,06/08/2007,Quang Ninh,Nam,Danh gia nang luc,27.5,20250179@sis.hust.edu.vn,0940715579,So 79 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,2.12,138,Hoang Duc E
20250180,Duong Duy Vy,CNPM01-K68,06/03/2007,Nghe An,Nu,Hoc ba,22.7,20250180@sis.hust.edu.vn,0964513335,So 67 Pho Chua Boc - Nghe An,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2025,3.54,119,Tran Thi B
20250181,Ngo Thanh Tuan,CNPM02-K67,09/05/2004,Hai Phong,Nam,Danh gia nang luc,20.4,20250181@sis.hust.edu.vn,0980919598,So 126 Pho Chua Boc - Hai Phong,Ky thuat may tinh,Khoa Dien tu,Bao luu,2022,1.56,9,Hoang Duc E
20250182,Hoang Huu Mai,ATTT03-K68,06/07/2004,Nghe An,Nu,Diem thi THPT,29.5,20250182@sis.hust.edu.vn,0985288567,So 21 Pho Chua Boc - Nghe An,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,3.69,83,Hoang Duc E
20250183,Vu Minh Yen,KHMT01-K67,17/07/2005,Quang Ninh,Nu,Danh gia nang luc,29,20250183@sis.hust.edu.vn,0971172734,So 88 Pho Chua Boc - Quang Ninh,Khoa hoc may tinh,Truong CNTT&TT,Bao luu,2023,2.88,1,Le Van C
20250184,Do Huu Anh,KHMT02-K68,24/04/2004,Quang Nam,Nam,Hoc ba,22.9,20250184@sis.hust.edu.vn,0949062601,So 137 Pho Chua Boc - Quang Nam,Khoa hoc may tinh,Truong CNTT&TT,Dang hoc,2022,2.74,64,Le Van C
20250185,Nguyen Xuan Khoa,CNPM01-K68,02/11/2005,Hai Phong,Nu,Danh gia nang luc,27,20250185@sis.hust.edu.vn,0955481567,So 90 Pho Chua Boc - Hai Phong,Dien tu vien thong,Khoa Vien thong,Canh cao,2023,1.3,102,Le Van C
20250186,Le Minh Hai,ATTT03-K68,26/08/2007,Nam Dinh,Nu,Tuyen thang,25.5,20250186@sis.hust.edu.vn,0942908450,So 120 Pho Chua Boc - Nam Dinh,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2025,3.01,142,Hoang Duc E
20250187,Do Anh Giang,KHMT01-K67,05/07/2007,Quang Ninh,Nu,Tuyen thang,21.2,20250187@sis.hust.edu.vn,0924383808,So 130 Pho Chua Boc - Quang Ninh,Dien tu vien thong,Khoa Vien thong,Bao luu,2025,1.71,94,Nguyen Van A
20250188,Ho Thi Viet,CNPM02-K67,26/05/2006,Nam Dinh,Nu,Danh gia nang luc,23.1,20250188@sis.hust.edu.vn,0912574374,So 3 Pho Chua Boc - Nam Dinh,Dien tu vien thong,Khoa Vien thong,Dang hoc,2024,3.2,136,Tran Thi B
20250189,Phan Hai Viet,ATTT03-K68,25/06/2005,Thai Nguyen,Nam,Tuyen thang,23.2,20250189@sis.hust.edu.vn,0964806969,So 77 Pho Chua Boc - Thai Nguyen,Dien tu vien thong,Khoa Vien thong,Dang hoc,2023,3.91,24,Pham Minh D
20250190,Ho Thanh Hanh,CNPM02-K67,04/02/2005,Hai Phong,Nu,Diem thi THPT,25.7,20250190@sis.hust.edu.vn,0965391516,So 67 Pho Chua Boc - Hai Phong,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,3.59,131,Le Van C
20250191,Vu Ngoc Mai,KHMT02-K68,09/04/2005,Quang Nam,Nu,Tuyen thang,24.6,20250191@sis.hust.edu.vn,0964234288,So 67 Pho Chua Boc - Quang Nam,Dien tu vien thong,Khoa Vien thong,Canh cao,2023,3.16,84,Hoang Duc E
20250192,Vu Ngoc Trang,ATTT03-K68,23/09/2005,Nghe An,Nu,Diem thi THPT,20.4,20250192@sis.hust.edu.vn,0983947630,So 49 Pho Chua Boc - Nghe An,An toan thong tin,Truong CNTT&TT,Canh cao,2023,1.05,32,Le Van C
20250193,Dang Duy Khoa,KHMT02-K68,02/11/2005,Hue,Nam,Diem thi THPT,26.2,20250193@sis.hust.edu.vn,0980831247,So 137 Pho Chua Boc - Hue,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,1.55,1,Pham Minh D
20250194,Nguyen Hai Cuong,CNPM02-K67,03/05/2004,Hue,Nu,Tuyen thang,21.7,20250194@sis.hust.edu.vn,0933855582,So 142 Pho Chua Boc - Hue,An toan thong tin,Truong CNTT&TT,Dang hoc,2022,2.05,8,Hoang Duc E
20250195,Duong Minh Long,DTVT01-K68,24/04/2005,Thanh Hoa,Nam,Diem thi THPT,24.3,20250195@sis.hust.edu.vn,0961904083,So 99 Pho Chua Boc - Thanh Hoa,Ky thuat may tinh,Khoa Dien tu,Dang hoc,2023,3.94,88,Pham Minh D
20250196,Do Duy Hanh,DTVT01-K68,14/05/2004,Ha Noi,Nam,Danh gia nang luc,26.1,20250196@sis.hust.edu.vn,0919992652,So 21 Pho Chua Boc - Ha Noi,An toan thong tin,Truong CNTT&TT,Dang hoc,2022,2.41,73,Pham Minh D
